"Back to register or connect an account","Bir hesap açmak veya bağlanmak için geri dönün",Amazon_Core
"Credentials JSON","Kimlik Bilgileri JSON Verisi",Amazon_Core
"Valid JSON credentials are required.","Geçerli JSON kimlik bilgileri gereklidir.",Amazon_Core
"Invalid JSON credentials entered, please try again.","Geçersiz JSON kimlik bilgileri girildi, lütfen tekrar deneyin.",Amazon_Core
"Credential fields successfully updated and being saved.","Kimlik bilgileri başarıyla güncellendi ve kaydedildi.",Amazon_Core
"One or more of your credential fields did not parse correctly. Please review your entry and try again.","Kimlik bilgisi alanlarınızdan biri veya birkaçı doğru şekilde ayrıştırılmadı. Girişinizi gözden geçirip tekrar deneyiniz.",Amazon_Core
"Amazon Pay","Amazon Ödeme",Amazon_Core
Credentials,"Giriş Bilgileri",Amazon_Core
"Merchant Id","Satıcı No",Amazon_Core
"Access Key Id","Erişim Anahtarı Numarası",Amazon_Core
"Secret Access Key","Gizli Erişim Anahtarı",Amazon_Core
"Client Id","Müşteri No",Amazon_Core
"Client Secret","İstemci anahtarı",Amazon_Core
"<input type=""checkbox"" name=""amazon_test_creds"" id=""amazon_test_creds"" value=""1""><label for=""amazon_test_creds"">Test Credentials</label>","<input type = ""checkbox"" name = ""amazon_test_creds"" id = ""amazon_test_creds"" value = ""1""> <label for = ""amazon_test_creds""> Test Kimlik Bilgileri </label>",Amazon_Core
"Payment Region","Ödeme bölgesi",Amazon_Core
Sandbox,"Deneme Alanı",Amazon_Core
"Allowed Javascript Origins","İzin Verilen Javascript Kaynakları",Amazon_Core
"Allowed Return URLs","İzin Verilen İade URL'leri",Amazon_Core
"IPN URL","IPN Adresi",Amazon_Core
Options,Seçenekler,Amazon_Core
"Enable Amazon Pay","Amazon Ödemeyi Etkinleştir",Amazon_Core
"Enable Login with Amazon","Amazon ile Giriş Özelliğini Etkinleştir",Amazon_Core
"Payment Action","Ödeme İşlemi",Amazon_Core
"Authorization Mode","Yetkilendirme Modu",Amazon_Core
"Update Mechanism","Güncelleme Mekanizması",Amazon_Core
Advanced,Gelişmiş,Amazon_Core
Frontend,"Ön Sayfa",Amazon_Core
"Button Display Language","Buton Görüntüleme Dili",Amazon_Core
"Controls button and widget language. The default is your shop's locale. Available options can be found <a href=""https://payments.amazon.co.uk/developer/documentation/lpwa/201953980#ENTER_LANGUAGE_PARAMETER"">here</a>. Applies only to UK and DE Amazon Merchant Accounts.","Buton ve widget dilini kontrol eder. Varsayılan ayar, mağazanızın yerel ayarıdır. Kullanılabilir seçenekler <a href=""https://payments.amazon.co.uk/developer/documentation/lpwa/201953980#ENTER_LANGUAGE_PARAMETER""> burada </a> bulunabilir. Yalnızca İngiltere ve Almanya Amazon Ticari Hesapları için geçerlidir.",Amazon_Core
"Button Color","Buton rengi",Amazon_Core
"Button Size","Buton Boyutu",Amazon_Core
"Amazon Pay button on Product Page","Ürün Sayfasındaki Amazon Ödeme Butonu",Amazon_Core
"Amazon Pay button in minicart","Minicart'ta Amazon Ödeme Butonu",Amazon_Core
"Display Amazon Pay Method","Amazon Ödeme Yöntemini Görüntüle",Amazon_Core
"If enabled, Amazon Pay is presented as an option in the list of available payment methods during the final step of checkout.","Etkinleştirilirse, Amazon Ödeme, ödemenin son aşamasında kullanılabilir ödeme yöntemleri listesinde bir seçenek olarak sunulur.",Amazon_Core
"Sales Options","Satış Seçenekleri",Amazon_Core
"Store Name","Mağaza Adı",Amazon_Core
"Developer Options","Geliştirici Seçenekleri",Amazon_Core
Logging,Günlükleme,Amazon_Core
"Allowed IPs","İzin verilen IP'ler",Amazon_Core
"Comma separated. The ""Login with Amazon"" and ""Amazon Pay"" buttons will <em>only</em> be rendered for clients having the above IPs.
                            If the field is empty, the buttons will be visible to all clients.","Comma separated. The ""Login with Amazon"" and ""Amazon Pay"" buttons will <em>only</em> be rendered for clients having the above IPs.
                            If the field is empty, the buttons will be visible to all clients.",Amazon_Core
"Developer Logs","Geliştirici Günlükleri",Amazon_Core
"Error processing Amazon Login","Amazon Login yapılırken bir hata oluştu",Amazon_Login
"Action is not available","İşlem kullanımda değil ",Amazon_Login
"the email address for your Amazon account is invalid","Amazon hesabınız için girdiğiniz e-mail adresi hatalı",Amazon_Login
"Could not save Amazon customer link: %1","Amazon müşteri bağlantısı kaydedilemedi : %1",Amazon_Login
"Welcome back!","Hoşgeldiniz !",Amazon_Login
"A shop account for this email address already exists. Please enter your shop accounts password to log in without leaving the shop.","Bu e-mail adresi için sitemizde bir müşteri hesabı zaten var. Mağazadan çıkmadan giriş yapmak için lütfen mağaza hesap şifrenizi girin.",Amazon_Login
"* Required Fields","* Doldurulması zorunlu alanlar",Amazon_Login
Password,Şifre,Amazon_Login
Ok,Tamam,Amazon_Login
"Continue as Guest","Misafir Olarak Devam Et",Amazon_Login
"Forgot Your Password?","Şifrenizi mi unuttunuz ?",Amazon_Login
"Login with Amazon","Amazon Hesabıyla Giriş Yap",Amazon_Login
"With Amazon Pay and Login with Amazon, you can easily sign-in and use the shipping and payment information stored in your Amazon account to place an order on this shop. ","Amazon Ödeme ve Amazon Giriş bilgileri ile giriş yapabilir, sitemizde sipariş vermek için kolayca giriş yapabilir ve Amazon hesabında kayıtlı teslimat ve ödeme bilgilerinizi kullanabilirsiniz.",Amazon_Login
"Securely login into our website using your existing Amazon details.","Mevcut Amazon bilgilerinizi kullanarak web sitemize güvenli bir şekilde giriş yapın.",Amazon_Login
"You will be redirected shortly...",Yönlendiriliyorsunuz...,Amazon_Login
"Login with Amazon available in authentication popup","Amazon hesabınız ile giriş yapın",Amazon_Login
"IPN not enabled.","IPN aktif değil.",Amazon_Payment
"You will be redirected to the cart shortly.","Sepetinize yönlendirileceksiniz.",Amazon_Payment
"Transaction has been declined. Please try again later.","İşlem reddedildi. Lütfen daha sonra tekrar deneyin.",Amazon_Payment
"Something went wrong during Gateway request.","Ağ Geçidi talebi sırasında bir şeyler ters gitti.",Amazon_Payment
"VoidClient - Unable to Close/Cancel order - bad status response.","VoidClient - Sipariş kapatılamadı / iptal edilemedi - hatalı durum yanıtı.",Amazon_Payment
"The refund amount or the Amazon Order ID is incorrect.","Geri ödeme miktarı veya Amazon Sipariş Numarası yanlış.",Amazon_Payment
"Amazon Pay refund successful.","Amazon Pay ödeme iadesi başarıyla tamamlandı.",Amazon_Payment
"Unable to cancel the order or the Amazon Order ID is incorrect.","Sipariş iptal edilemiyor veya Amazon Sipariş Numarası yanlış.",Amazon_Payment
"Successfully cancelled Amazon Pay.","Amazon Pay ödeme iptal işlemi yapıldı.",Amazon_Payment
"No constraints detected.","Sınırlama tespit edilmedi.",Amazon_Payment
"The currency selected is not supported by Amazon Pay.","Seçilen para birimi Amazon Ödeme tarafından desteklenmiyor.",Amazon_Payment
"Unable to confirm order reference.","Sipariş referansı onaylanamadı.",Amazon_Payment
"AmazonPaymentAdapter: Improperly formatted XML response, no response code available.","AmazonPaymentAdapter: Yanlış biçimlendirilmiş XML yanıtı, yanıt kodu yok.",Amazon_Payment
"AmazonPaymentAdapter: Unable to capture pending information for capture.","AmazonPaymentAdapter: Para tahsilatı için beklemedeki bilgiler alınamadı.",Amazon_Payment
"AmazonPaymentAdapter: Bad status - no capture details available.","AmazonPaymentAdapter: Kötü durum - tahsilat ayrıntıları mevcut değil.",Amazon_Payment
"Amazon could not process your request.","Amazon isteğinizi işleyemedi.",Amazon_Payment
"the country for your address is not allowed for this store","bu mağazada adresinizde seçtiğiniz ülkeye izin verilmiyor",Amazon_Payment
"Your session has expired, please reload the page and try again.","Oturumunuzun süresi doldu, lütfen sayfayı yeniden yükleyip tekrar deneyiniz.",Amazon_Payment
"The currency selected is not supported by Amazon Pay","Seçilen para birimi Amazon Ödeme tarafından desteklenmiyor",Amazon_Payment
"Capture declined","Ödeme işlemi reddedildi",Amazon_Payment
"Capture declined for Order #%1","#%1 numaralı sipariş için ödeme işlemi reddedildi",Amazon_Payment
"Amazon authorize invalid state : Transaction timed out.","Amazon geçersiz duruma izin veriyor: İşlem zaman aşımına uğradı.",Amazon_Payment
"Captured amount of %1 online","%1 çevrimiçi olarak tahsil edildi",Amazon_Payment
"Authorized amount of %1 online","%1 çevrimiçi olarak tahsil edildi",Amazon_Payment
"Declined amount of %1 online","%1 çevrimdışı olarak tahsil edildi",Amazon_Payment
"Could not find the ""multiline_count"" config of the ""street"" Customer address attribute.","Adres için ""multiline_count"" ( çoklu satır ) ayarının değeri bulunamadı.",Amazon_Payment
"* Required Fields","* Doldurulması zorunlu alanlar",Amazon_Payment
"Account Information","Hesap Bilgisi",Amazon_Payment
"Change Email","E-mail Değiştir",Amazon_Payment
"Change Password","Şifre Değiştir",Amazon_Payment
"Change Email and Password","E-mail ve Şifre Değiştir",Amazon_Payment
Email,E-mail,Amazon_Payment
"Current Password","Eski Şifre",Amazon_Payment
"New Password","Yeni Şifre",Amazon_Payment
"Password Strength","Şifre Kalitesi",Amazon_Payment
"No Password","Şifre yok",Amazon_Payment
"Confirm New Password","Yeni Şifre (Tekrar)",Amazon_Payment
Save,Kaydet,Amazon_Payment
"Go back","Geri dön",Amazon_Payment
"Are you an Amazon customer? Pay now with address and payment details stored in your Amazon account.","Amazon müşterisi misiniz? Amazon hesabınızda kayıtlı adres ve ödeme bilgileriyle şimdi ödeyin.",Amazon_Payment
"If you created this account using Amazon Pay, you might not know your site password.","Bu hesabı Amazon Ödeme kullanarak oluşturduysanız, site şifrenizi bilmiyor olabilirsiniz.",Amazon_Payment
"Request a password to change your account password.","Şifre değişikliği isteyin.",Amazon_Payment
"Valued customer","Değerli müşteri",Amazon_Payment
"Unfortunately Amazon Pay declined the payment for your order in our online shop %storeName. Please contact us.","Üzgünüz. Amazon Ödeme, %storeName mağazamızdaki siparişinizin ödemesini reddetti. Lütfen bizimle iletişime geçiniz.",Amazon_Payment
"Kind regards",Saygılarımızla,Amazon_Payment
"Thank you very much for your order at %storeName","%storeName sitemizdeki siparişiniz için çok teşekkür ederiz.",Amazon_Payment
"Amazon Pay was not able to process your payment","Amazon Ödeme, ödeme işleminizi tamamlayamadı",Amazon_Payment
"Please go to <a href=""%amazonAccountUrl"">%amazonAccountUrl</a> and update the payment information for your order","Lütfen <a href=""%amazonAccountUrl""> %amazonAccountUrl </a> adresine gidin ve siparişinize ilişkin ödeme bilgilerini güncelleyin",Amazon_Payment
"Afterwards we will automatically request payment again from Amazon Pay and you will receive a confirmation email","Daha sonra otomatik olarak Amazon Ödeme’den tekrar ödeme isteğinde bulunacağız ve bir onay e-mail mesajı alacaksınız",Amazon_Payment
"Return to standard checkout","Standart ödemeye geri dön",Amazon_Payment
"Simulate Payment Scenarios","Ödeme Senaryolarını Simüle Et",Amazon_Payment
"Email Address","Email Adresi",Amazon_Payment
"You can create an account after checkout.","Alışveriş tamamlamadan sonra üye olabilirsiniz.",Amazon_Payment
Password,Şifre,Amazon_Payment
"You already have an account with us. Sign in or continue as guest.","Zaten sitemizde bir hesabınız var. Giriş yapın veya misafir olarak devam edin.",Amazon_Payment
Login,Giriş,Amazon_Payment
"Forgot Your Password?","Şifrenizi mi unuttunuz ?",Amazon_Payment
"Place Order","Siparişi Tamamla",Amazon_Payment
"Securely login into our website using your existing Amazon details.","Mevcut Amazon bilgilerinizi kullanarak web sitemize güvenli bir şekilde giriş yapın.",Amazon_Payment
"Unfortunately it is not possible to use Amazon Pay for this order, please choose another payment method.","Maalesef Amazon Ödemeyi bu sipariş için kullanmak mümkün değil, lütfen başka bir ödeme yöntemi seçin.",Amazon_Payment
"Processing Failure - unable to authorize transaction.","İşlem Hatası - ödeme onayı alınamadı.",Amazon_Payment
"Unable to authorize transaction.","İşlem onayı tamamlanamadı.",Amazon_Payment
"Buyer did not specify valid Amazon Wallet payment method.","Alıcı geçerli Amazon Cüzdanı ödeme yöntemini belirtmedi.",Amazon_Payment
"Duplicate reference or payment amount already authorized.","Tekrar eden ödeme denemesi veya ödeme tutarı zaten tahsil edildi.",Amazon_Payment
"Invalid values passed in request.","İstek üzerine geçersiz değerler geçti.",Amazon_Payment
"You have attempted to create more than the maximum allowed limit of one Order Reference object on a Billing Agreement object that is in the Draft State.","Taslak Halinde olan bir Ödeme Sözleşmesi nesnesinde bir Sipariş Referansı nesnesinin izin verilen maksimum sınırından daha fazlasını oluşturmayı denediniz.",Amazon_Payment
"Number of authorizations, captures or refunds has exceeded allowed limits.","Ödeme onay, tahsilat veya iade sayısı izin verilen limitleri aştı.",Amazon_Payment
"Invalid operation for sandbox environment.","Sanal alan ortamı için geçersiz işlem.",Amazon_Payment
"Request has an invalid signature.","İsteğin geçersiz bir imzası var.",Amazon_Payment
"Order reference ID is invalid.","Sipariş referans kimliği geçersiz.",Amazon_Payment
"Invalid transaction identifier.","Geçersiz işlem tanımlayıcısı.",Amazon_Payment
"Specified seller account is not authorized to execute this request.","Belirtilen satıcı hesabı bu talebi yerine getirmeye yetkili değildir.",Amazon_Payment
"Order Reference submitted in this request has constraints and cannot be confirmed.","Bu istekte sunulan Sipariş Referansının kısıtları var ve onaylanamıyor.",Amazon_Payment
"Billing Agreement object cannot be modified.","Ödeme Sözleşmesi nesnesi değiştirilemez.",Amazon_Payment
"Capture not refundable.","Ödeme iade edilmez.",Amazon_Payment
"You have attempted to capture or close an authorization for an Authorization object that is in a state where a capture or close is not allowed.","Bir yakalama veya kapatmaya izin verilmediği bir durumda olan bir Yetkilendirme nesnesi için bir yetkilendirme almaya veya kapatmaya çalıştınız.",Amazon_Payment
"Billing Agreement object cannot closed or canceled.","Fatura Sözleşmesi nesnesi kapatılamaz veya iptal edilemez.",Amazon_Payment
"You have attempted to call an operation on an Order Reference object that is in a state where that operation is not allowed.","Bu işleme izin verilmediği bir durumda olan Sipariş Referansı nesnesindeki bir işlemi çağırmayı denediniz.",Amazon_Payment
"There was an unknown error in the service.","Hizmette bilinmeyen bir hata oluştu.",Amazon_Payment
"Request rejected because request rate is higher than allocated throttling limits.","İstek reddedildi, çünkü istek oranı ayrılan kısıtlama sınırlarından daha yüksek.",Amazon_Payment
"The service is temporarily unavailable. Please try again later.","Hizmet geçici olarak kullanılamıyor. Lütfen daha sonra tekrar deneyiniz.",Amazon_Payment
"Invalid payment method - please select a different payment method.","Geçersiz ödeme yöntemi, lütfen farklı bir ödeme yöntemi seçin.",Amazon_Payment
"There has been a problem with the selected payment method on your Amazon account. Please choose another one.","Amazon hesabınızda seçilen ödeme yöntemiyle ilgili bir sorun var. Lütfen başka birini seçiniz.",Amazon_Payment
"Edit Account Information","Hesap Bilgisini Düzenle",Amazon_Payment
"Order Status","Sipariş Durumu",Dotdigitalgroup_Email
"Automation Program","Otomasyon Programı",Dotdigitalgroup_Email
"Add New Enrolment","Yeni Kayıt Ekle ",Dotdigitalgroup_Email
"Add New Attribute","Özellik Ekle",Dotdigitalgroup_Email
Attribute,Özellik,Dotdigitalgroup_Email
"Data Field","Veri Alanı",Dotdigitalgroup_Email
Disconnect,"Bağlantıyı Kes",Dotdigitalgroup_Email
Connect,Bağlan,Dotdigitalgroup_Email
"Add New Condition","Yeni Durum Ekle",Dotdigitalgroup_Email
Condition,Durum,Dotdigitalgroup_Email
Value,Değer,Dotdigitalgroup_Email
Dashboard,"Genel Görünüm",Dotdigitalgroup_Email
"Run Contact Sync","Kontakt Bilgilerini Senkronize Et",Dotdigitalgroup_Email
"Run Importer Sync","Veri Alımını Senkronize Et",Dotdigitalgroup_Email
"dotmailer Configuration","dotmailer Ayarları",Dotdigitalgroup_Email
"v. %1","v. %1",Dotdigitalgroup_Email
"ver. %1","vers. %1",Dotdigitalgroup_Email
"%1 h","%1 s.",Dotdigitalgroup_Email
"No limit",Limitsiz,Dotdigitalgroup_Email
Locked.,Kilitli.,Dotdigitalgroup_Email
"Not Locked.","Kilitli değil.",Dotdigitalgroup_Email
"Log Viewer","Günlük Gösterici",Dotdigitalgroup_Email
"Edit Rule %1","Promosyon Düzenle '%1'",Dotdigitalgroup_Email
"New Rule","Yeni Kural",Dotdigitalgroup_Email
Conditions,Durumlar,Dotdigitalgroup_Email
"Exclusion Rule Conditions","Hariç Tutma Kuralı Koşulları",Dotdigitalgroup_Email
"Conditions Combination Match","Koşul Kombinasyonu Eşlemesi",Dotdigitalgroup_Email
ALL,Hepsi,Dotdigitalgroup_Email
ANY,"HERHANGİ BİRİ",Dotdigitalgroup_Email
"Rule Information","Kural Bilgisi",Dotdigitalgroup_Email
"Rule Name","Kural Adı",Dotdigitalgroup_Email
"Rule Type","Kural Tipi",Dotdigitalgroup_Email
Status,Durum,Dotdigitalgroup_Email
Active,Aktif,Dotdigitalgroup_Email
Inactive,Pasif,Dotdigitalgroup_Email
Websites,"Web Siteleri",Dotdigitalgroup_Email
"Exclusion Rule","Hariç Tutma Kuralı",Dotdigitalgroup_Email
Edit,Düzenle,Dotdigitalgroup_Email
Automation,Otomasyon,Dotdigitalgroup_Email
"Use Standard","Standart Ayarı Kullan",Dotdigitalgroup_Email
Abandoned,Terkedilmiş,Dotdigitalgroup_Email
Reports,Raporlar,Dotdigitalgroup_Email
"Abandoned Cart Report","Terkedilen Sepet Raporu",Dotdigitalgroup_Email
"A total of %1 record(s) have been deleted.","Toplam %1 kayıt silindi.",Dotdigitalgroup_Email
"Automation Report","Otomasyon Raporu",Dotdigitalgroup_Email
Campaign,Kampanya,Dotdigitalgroup_Email
"Campaign Report","Kampanya Raporu",Dotdigitalgroup_Email
Catalog,Katalog,Dotdigitalgroup_Email
"Catalog Report","Katalog Raporu",Dotdigitalgroup_Email
Contacts,Kontaktlar,Dotdigitalgroup_Email
"Contact Report","İletişim Raporu",Dotdigitalgroup_Email
"Cron Tasks","Zamanlanmış Görevler",Dotdigitalgroup_Email
Report,Rapor,Dotdigitalgroup_Email
Cron,"Zamanlama Sistemi",Dotdigitalgroup_Email
"Dotmailer Dashboard","Dotmailer Paneli",Dotdigitalgroup_Email
"Please select cron.","Lütfen zamanlama seçiniz.",Dotdigitalgroup_Email
"Total of %1 record(s) were deleted.","%1 kayıt silindi.",Dotdigitalgroup_Email
"Data field successfully created.","Veri alanı başarıyla oluşturuldu.",Dotdigitalgroup_Email
"Import Report","Veri Alma Raporu",Dotdigitalgroup_Email
Importer,"Veri Alıcı",Dotdigitalgroup_Email
"Please select importer.","Lütfen veri alma aracını seçiniz.",Dotdigitalgroup_Email
"Total of %1 record(s) were reset.","%1 kayıt sıfırlandı.",Dotdigitalgroup_Email
"Dotmailer Log Viewer","Dotmailer Günlük Görüntüleyici",Dotdigitalgroup_Email
Orders,Siparişler,Dotdigitalgroup_Email
"Order Report","Sipariş Raporu",Dotdigitalgroup_Email
Reviews,Yorumlar,Dotdigitalgroup_Email
"Review Report","Yorum Raporu",Dotdigitalgroup_Email
"The rule has been deleted.","Kural silindi.",Dotdigitalgroup_Email
"An error occurred while deleting the rule. Please review the log and try again.","Kural silinirken hata oluştu. Lütfen işlemi kontrol edip tekrar deneyiniz.",Dotdigitalgroup_Email
"Unable to find a rule to delete.","Silinecek kural bulunamadı.",Dotdigitalgroup_Email
"Edit Rule","Kuralı Düzenle",Dotdigitalgroup_Email
"This rule no longer exists.","Kural bulunamıyor.",Dotdigitalgroup_Email
Rules,Kurallar,Dotdigitalgroup_Email
"Exclusion Rules","Hariç Tutma Kuralları",Dotdigitalgroup_Email
"Rule already exist for website ' . . '. You can only have one rule per website.","Web sitesi için kural zaten var. Her site için sadece bir adet kural olabilir.",Dotdigitalgroup_Email
"The rule has been saved.","Kural kaydedildi.",Dotdigitalgroup_Email
Done.,Bitti.,Dotdigitalgroup_Email
Wishlists,"Takip Listeleri",Dotdigitalgroup_Email
"Wishlist Report","Takip Listesi Raporu",Dotdigitalgroup_Email
"An error occurred while saving your subscription preferences.","Abonelik tercihleriniz kaydedilirken bir hata oluştu.",Dotdigitalgroup_Email
"The subscription preferences has been saved.","Abonelik tercihleri kaydedildi.",Dotdigitalgroup_Email
"Not Imported","Veri Alınmadı",Dotdigitalgroup_Email
Importing,"Veri alınıyor",Dotdigitalgroup_Email
Imported,"Veri alındı",Dotdigitalgroup_Email
Failed,"Hata Oluştu",Dotdigitalgroup_Email
is,eşitse,Dotdigitalgroup_Email
"is not","eşit değilse",Dotdigitalgroup_Email
"is empty",boşsa,Dotdigitalgroup_Email
"equals or greater than","eşit veya büyükse",Dotdigitalgroup_Email
"equals or less then","eşit veya küçükse",Dotdigitalgroup_Email
"greater than",büyükse,Dotdigitalgroup_Email
"less than",küçükse,Dotdigitalgroup_Email
contains,içeriyorsa,Dotdigitalgroup_Email
"does not contains",içermiyorsa,Dotdigitalgroup_Email
"Abandoned Cart Exclusion Rule","Terk Edilmiş Sepet için Hariç Tutma Kuralı",Dotdigitalgroup_Email
"Review Email Exclusion Rule","İnceleme Maili Hariç Tutma  Kuralı",Dotdigitalgroup_Email
"Dotmailer connector API endpoint cannot be empty.","Dotmailer için API uç noktası boş olamaz.",Dotdigitalgroup_Email
"---- Default Option ----","---- Varsayılan Seçenek ----",Dotdigitalgroup_Email
"-- Disabled --","-- Kapalı --",Dotdigitalgroup_Email
" Hour",Saat,Dotdigitalgroup_Email
" Hours",Saat,Dotdigitalgroup_Email
"15 Minutes","15 Dakika",Dotdigitalgroup_Email
"20 Minutes","20 Dakika",Dotdigitalgroup_Email
"25 Minutes","25 Dakika",Dotdigitalgroup_Email
"30 Minutes","30 Dakika",Dotdigitalgroup_Email
"40 Minutes","40 Dakika",Dotdigitalgroup_Email
"50 Minutes","50 Dakika",Dotdigitalgroup_Email
"60 Minutes","60 Dakika",Dotdigitalgroup_Email
String,Yazı,Dotdigitalgroup_Email
Numeric,Sayı,Dotdigitalgroup_Email
Date,Tarih,Dotdigitalgroup_Email
Yes/No,Evet/Hayır,Dotdigitalgroup_Email
Private,Özel,Dotdigitalgroup_Email
Public,Genel,Dotdigitalgroup_Email
"CSV file does not exist in email or archive folder.","E-mailde veya arşiv klasöründe CSV dosyası bulunamadı.",Dotdigitalgroup_Email
"API Credentials Valid.","API Kimlik bilgileri doğru.",Dotdigitalgroup_Email
"Authorization has been denied for this request.","Bu istek için kimlik onayı isteği reddedildi.",Dotdigitalgroup_Email
"Expiration date","Son Kullanım Tarihi",Dotdigitalgroup_Email
"Generated By dotmailer","Dotmailer tarafından oluşturuldu ",Dotdigitalgroup_Email
"API valid","API geçerli",Dotdigitalgroup_Email
"Cron last execution","Zamanlanmış görev son çalışma",Dotdigitalgroup_Email
"Dynamic content passcode","Dinamik içerik şifresi",Dotdigitalgroup_Email
"Abandoned cart limit time","Terk edilmiş sepet zaman sınırı",Dotdigitalgroup_Email
Auth,"Kimlik Onayı",Dotdigitalgroup_Email
"Last failed auth","Son hatalı kimlik onayı",Dotdigitalgroup_Email
"PHP Version","PHP Versiyonu",Dotdigitalgroup_Email
"PHP max execution time","PHP en fazla çalışma süresi limiti",Dotdigitalgroup_Email
"Mode ",Mod,Dotdigitalgroup_Email
"Magento Version ","Magento Sürümü",Dotdigitalgroup_Email
"Connector Version ","Bağlayıcı Sürümü",Dotdigitalgroup_Email
"Select Log File:","Günlük Dosyası Seçin:",Dotdigitalgroup_Email
"Marketing Automation Log","Pazarlama Otomasyon Günlüğü",Dotdigitalgroup_Email
"Magento System Log","Magento Sistem Günlüğü",Dotdigitalgroup_Email
"Magento Exception Log","Magento Hata Günlüğü",Dotdigitalgroup_Email
"Magento Debug Log","Magento Hata Ayıklama Günlüğü",Dotdigitalgroup_Email
Reload,"Yeniden yükle",Dotdigitalgroup_Email
"Websites View:","Web Sitesi Görünümü:",Dotdigitalgroup_Email
"Stores Configuration","Mağaza Ayarları",Dotdigitalgroup_Email
"Please confirm scope switching. All data that hasn't been saved will be lost.","Lütfen veri havuzu değişimini onaylayınız. Kaydedilmemiş tüm verileriniz kaybolacaktır.",Dotdigitalgroup_Email
"Click here for status","Durum için buraya tıklayın ",Dotdigitalgroup_Email
"PRODUCT STYLING PREVIEW","ÜRÜN STİL ÖNİZLEME",Dotdigitalgroup_Email
"Product Name","Ürün Adı",Dotdigitalgroup_Email
"COUPON STYLING PREVIEW","KUPON TASARIM ÖNİZLEME",Dotdigitalgroup_Email
